Top queries,Clicks,Impressions,CTR,Position
绥靖政策,2,55,0.0364,4.78
gas chamber,2,34,0.0588,6.41
阿道夫·希特勒,2,33,0.0606,5.82
犹太人乌克兰,2,31,0.0645,7.81
波兰,2,29,0.069,23.0
night of the long knives,2,26,0.0769,7.65
munich conference,2,24,0.0833,4.71
卡尔,2,24,0.0833,8.38
свастика,2,22,0.0909,5.55
pogrom meaning,2,21,0.0952,5.05
goebbels,2,20,0.1,7.4
joseph goebbels,2,19,0.1053,5.63
卢旺达大屠杀,2,19,0.1053,10.11
同盟国,2,17,0.1176,6.18
schutzstaffel,2,14,0.1429,2.57
concentration camp,2,14,0.1429,5.21
枪决,2,12,0.1667,6.75
二戰,2,12,0.1667,8.42
第二次世界大戦,2,11,0.1818,1.73
genocide 中文,2,11,0.1818,4.91
the spanish civil war,2,11,0.1818,5.45
adolf,2,11,0.1818,10.36
犹太人屠杀,2,10,0.2,1.4
《我的奋斗》,2,10,0.2,3.2
納粹德國,2,10,0.2,3.9
审判,2,10,0.2,8.1
1936 olympics,2,9,0.2222,5.56
elie wiesel,2,9,0.2222,8.11
croix gammée,2,8,0.25,3.25
third reich,2,8,0.25,4.0
anne frank diary,2,8,0.25,9.12
真珠湾攻撃,2,8,0.25,9.12
nazi propaganda hitler,2,7,0.2857,1.0
第二次世界大战结束时间,2,7,0.2857,1.0
the munich putsch,2,7,0.2857,2.0
righteous among the nations,2,7,0.2857,3.0
nazi history,2,7,0.2857,3.57
albert speer,2,7,0.2857,3.86
арийцы,2,7,0.2857,4.29
希特勒照片,2,7,0.2857,6.43
特里亚农条约,2,7,0.2857,7.43
jasenovac,2,6,0.3333,3.33
auschwitz concentration camp,2,6,0.3333,3.5
蓋世太保,2,6,0.3333,5.33
1933,2,6,0.3333,6.33
rosa luxemburg,2,6,0.3333,8.83
abraham bergman,2,5,0.4,1.0
what other nations treated jews as scapegoats (blamed them for some  trouble)?,2,5,0.4,1.0
what was the nazi party?,2,5,0.4,1.0
anti jewish law,2,5,0.4,1.6
germany in 1939,2,5,0.4,1.6
纳粹党卫军,2,5,0.4,2.2
how many people survived the holocaust,2,5,0.4,2.6
what levels of german society were most drawn to hitler and the nazi party?,2,5,0.4,3.0
auschwitz camp,2,5,0.4,3.8
德国警察,2,5,0.4,3.8
纳粹国旗,2,5,0.4,4.0
莱茵兰,2,5,0.4,4.4
hitler becomes chancellor,2,5,0.4,4.8
反犹太主义意识法案维基百科,2,5,0.4,18.4
antisemitic nazi posters,2,4,0.5,1.0
german expansion,2,4,0.5,1.0
hitler youth uniform,2,4,0.5,1.0
how many concentration camps were there,2,4,0.5,1.0
lisa dawidowicz,2,4,0.5,1.0
women in nazi germany,2,4,0.5,1.0
二战开始的标志,2,4,0.5,1.0
毛特豪森集中营,2,4,0.5,1.5
灭绝营,2,4,0.5,2.25
nazi judges,2,4,0.5,2.5
nazi student league,2,4,0.5,3.0
犹太纳粹主义,2,4,0.5,3.25
种族屠杀,2,4,0.5,3.25
纳粹旗,2,4,0.5,3.5
degenerate art,2,4,0.5,4.0
molotov–ribbentrop pact,2,4,0.5,4.0
swastika meaning,2,4,0.5,4.25
党卫队,2,4,0.5,4.75
冲锋队,2,4,0.5,4.75
operation torch,2,4,0.5,7.75
アンネフランク,2,4,0.5,7.75
乌克兰犹太,2,4,0.5,8.25
1915 armenian genocide pictures,2,3,0.6667,1.0
1936年ベルリンオリンピック,2,3,0.6667,1.0
aftermath of holocaust,2,3,0.6667,1.0
auschwitz photograph,2,3,0.6667,1.0
concentration camp map,2,3,0.6667,1.0
concentration camps in nazi germany,2,3,0.6667,1.0
danzig ww2,2,3,0.6667,1.0
german propaganda ww2,2,3,0.6667,1.0
hitlers 25 points,2,3,0.6667,1.0
how many ghettos existed in german occupied territories?,2,3,0.6667,1.0
how many jews died in holocaust,2,3,0.6667,1.0
how many people died in concentration camps,2,3,0.6667,1.0
how many people killed by hitler,2,3,0.6667,1.0
how many people were killed in the holocaust,2,3,0.6667,1.0
how ww2 ended,2,3,0.6667,1.0
jewish refugee,2,3,0.6667,1.0
jewish refugees,2,3,0.6667,1.0
nazi medical experiments,2,3,0.6667,1.0
nazi photos,2,3,0.6667,1.0
nazi rise to power,2,3,0.6667,1.0
nuremberg laws (1935),2,3,0.6667,1.0
results of the munich conference,2,3,0.6667,1.0
ss police,2,3,0.6667,1.0
st louis ship,2,3,0.6667,1.0
what did hitler do in 1935,2,3,0.6667,1.0
ニュルンベルク法,2,3,0.6667,1.0
一战爆发,2,3,0.6667,1.0
二战的起因,2,3,0.6667,1.0
первая мировая война кратко,2,3,0.6667,1.33
warsaw ghetto,2,3,0.6667,1.67
zuerst kamen sie,2,3,0.6667,1.67
犹太集中营,2,3,0.6667,1.67
nazi eugenics,2,3,0.6667,2.0
origem da suastica,2,3,0.6667,2.0
sonderkommandos,2,3,0.6667,2.0
ss police state,2,3,0.6667,2.0
二战战败国,2,3,0.6667,2.0
犹太人 希特勒,2,3,0.6667,2.0
犹太人为什么被屠杀,2,3,0.6667,2.0
armenian refugees 1915,2,3,0.6667,2.33
der ewige jude,2,3,0.6667,2.33
mein kampf summary,2,3,0.6667,2.33
wwii maps,2,3,0.6667,2.33
death march,2,3,0.6667,2.67
nazi regime,2,3,0.6667,2.67
the white rose,2,3,0.6667,2.67
希特勒标志,2,3,0.6667,2.67
elders of zion,2,3,0.6667,3.0
schindler's list,2,3,0.6667,3.0
アウシュヴィッツ強制収容,2,3,0.6667,3.0
jewish refugees in shanghai,2,3,0.6667,3.33
molotov ribbentrop pact,2,3,0.6667,3.33
sa nazi,2,3,0.6667,3.33
vilna,2,3,0.6667,3.33
germany after ww1,2,3,0.6667,3.67
auschwitz album,2,3,0.6667,4.0
who liberated auschwitz,2,3,0.6667,4.0
世界第一次大战,2,3,0.6667,4.0
埃利·威塞尔人类基金会,2,3,0.6667,4.33
女子集中营,2,3,0.6667,4.33
aryan description,2,3,0.6667,4.67
leon degrelle,2,3,0.6667,4.67
molotov-ribbentrop pact,2,3,0.6667,4.67
奧斯維辛集中營,2,3,0.6667,4.67
the remilitarisation of the rhineland,2,3,0.6667,5.0
反犹太原因,2,3,0.6667,5.0
法国犹太人,2,3,0.6667,5.0
集中營,2,3,0.6667,5.0
凡尔赛条约内容,2,3,0.6667,5.33
焚书,2,3,0.6667,5.33
反犹意识,2,3,0.6667,5.67
德国少女联盟,2,3,0.6667,6.0
箭十字党,2,3,0.6667,6.0
犹太人为什么不受欢迎,2,3,0.6667,6.33
德国人种,2,3,0.6667,6.67
党卫军标志,2,3,0.6667,7.0
纳粹是什么,2,3,0.6667,7.33
roma people,2,3,0.6667,8.0
万湖会议 在线,2,3,0.6667,8.0
种族,2,3,0.6667,9.0
万湖会议在线,2,3,0.6667,11.0
1933-1938,2,2,1.0,1.0
1937 nazi,2,2,1.0,1.0
1945年大事,2,2,1.0,1.0
1차 세계대전 정리,2,2,1.0,1.0
adolf hitler propaganda,2,2,1.0,1.0
allies vs axis ww2,2,2,1.0,1.0
anti-jewish laws,2,2,1.0,1.0
anti-jewish propaganda,2,2,1.0,1.0
anti-semitism picture,2,2,1.0,1.0
artifacts from the holocaust,2,2,1.0,1.0
aryan nazi,2,2,1.0,1.0
bayer jews,2,2,1.0,1.0
bayer ww2,2,2,1.0,1.0
bergen-belsen,2,2,1.0,1.0
children in holocaust,2,2,1.0,1.0
concentration camps during ww2,2,2,1.0,1.0
death marches in the holocaust,2,2,1.0,1.0
effects of the holocaust,2,2,1.0,1.0
encyclopedia of the holocaust,2,2,1.0,1.0
encyclopedia ushmm,2,2,1.0,1.0
eugenics holocaust,2,2,1.0,1.0
final solution holocaust,2,2,1.0,1.0
germany attack poland,2,2,1.0,1.0
germany in 1935,2,2,1.0,1.0
gypsy history,2,2,1.0,1.0
herta oberhauser,2,2,1.0,1.0
hidden children,2,2,1.0,1.0
history of purim,2,2,1.0,1.0
hitler 1935,2,2,1.0,1.0
hitler jewish question,2,2,1.0,1.0
hitler killed how many people,2,2,1.0,1.0
hitler's lightning war,2,2,1.0,1.0
holocaust concentration camps,2,2,1.0,1.0
how did hitler come to power,2,2,1.0,1.0
how many died in the holocaust,2,2,1.0,1.0
how many ghettos existed in german occupied territories,2,2,1.0,1.0
how many jews died in concentration camps,2,2,1.0,1.0
how many jews killed by nazis,2,2,1.0,1.0
how many people did the nazis kill,2,2,1.0,1.0
how many people died in the armenian genocide,2,2,1.0,1.0
hungary's role in ww2,2,2,1.0,1.0
international military tribunal at nuremberg,2,2,1.0,1.0
introduction to the holocaust,2,2,1.0,1.0
invasion of poland summary,2,2,1.0,1.0
jewish migration after ww2,2,2,1.0,1.0
key events of holocaust,2,2,1.0,1.0
kristallnacht holocaust,2,2,1.0,1.0
lebensborn project,2,2,1.0,1.0
life in the ghettos,2,2,1.0,1.0
map of europe 1940,2,2,1.0,1.0
nazi invasion timeline,2,2,1.0,1.0
nazi party platform,2,2,1.0,1.0
nazi racial laws,2,2,1.0,1.0
nazi terror,2,2,1.0,1.0
nuremberg laws 1935,2,2,1.0,1.0
nuremberg laws holocaust,2,2,1.0,1.0
nurenberg law,2,2,1.0,1.0
origen esvastica,2,2,1.0,1.0
quote first they came for the socialists,2,2,1.0,1.0
reichstage fire,2,2,1.0,1.0
sa hitler,2,2,1.0,1.0
st. louis ship,2,2,1.0,1.0
start of world war 2,2,2,1.0,1.0
"sugihara, sempo",2,2,1.0,1.0
t4 euthanasia,2,2,1.0,1.0
the blood libel,2,2,1.0,1.0
the great depression germany,2,2,1.0,1.0
the nazi human experimentation (wwii),2,2,1.0,1.0
the nazi terror begins,2,2,1.0,1.0
the night of the broken glass,2,2,1.0,1.0
the nuremburg laws,2,2,1.0,1.0
the policy of appeasement,2,2,1.0,1.0
the rise of nazism,2,2,1.0,1.0
the “final solution”,2,2,1.0,1.0
then they came for me,2,2,1.0,1.0
ushmm ghettos,2,2,1.0,1.0
vw nazi,2,2,1.0,1.0
wagner rogers bill,2,2,1.0,1.0
wansee conference,2,2,1.0,1.0
what happened after stalingrad,2,2,1.0,1.0
what happened after the holocaust,2,2,1.0,1.0
what is the gestapo,2,2,1.0,1.0
what is the kristallnacht,2,2,1.0,1.0
what percent of jews were killed in the holocaust,2,2,1.0,1.0
what was kristallnacht,2,2,1.0,1.0
what was the final solution of ww2,2,2,1.0,1.0
what was the ss,2,2,1.0,1.0
what were the first nazi concentration camps,2,2,1.0,1.0
what were the first nazi concentration camps?,2,2,1.0,1.0
when did ww2 end in the pacific,2,2,1.0,1.0
when was auschwitz established,2,2,1.0,1.0
white rose opposition movement,2,2,1.0,1.0
who are the ss,2,2,1.0,1.0
why did japan join the ww2,2,2,1.0,1.0
zofia yamaika,2,2,1.0,1.0
аушвиц,2,2,1.0,1.0
итоги первой мировой войны,2,2,1.0,1.0
немецкая свастика фото,2,2,1.0,1.0
откуда гитлер взял свастику,2,2,1.0,1.0
アーリア人 ナチス,2,2,1.0,1.0
ナチス 障害者,2,2,1.0,1.0
ユダヤ人 迫害 歴史,2,2,1.0,1.0
一战国家,2,2,1.0,1.0
一战是谁发起的,2,2,1.0,1.0
一战结束,2,2,1.0,1.0
二战爆发,2,2,1.0,1.0
二次世界大战时间,2,2,1.0,1.0
奥斯维辛集中营英文,2,2,1.0,1.0
나치가 유대인을 학살한 이유,2,2,1.0,1.0
반유대주의,2,2,1.0,1.0
aryan race definition,2,2,1.0,1.5
aryan race meaning,2,2,1.0,1.5
babyn yar massacre,2,2,1.0,1.5
germany map before ww2,2,2,1.0,1.5
hitler anti-semitism,2,2,1.0,1.5
hitler kill count,2,2,1.0,1.5
holocaust deaths,2,2,1.0,1.5
holocaust victim numbers,2,2,1.0,1.5
how hitler came to power,2,2,1.0,1.5
how many jews are killed,2,2,1.0,1.5
nazi women,2,2,1.0,1.5
nuremberg race laws,2,2,1.0,1.5
opposition in nazi germany,2,2,1.0,1.5
percentage of jews killed in the holocaust,2,2,1.0,1.5
ss ne demek,2,2,1.0,1.5
t4 action,2,2,1.0,1.5
they came for the jews,2,2,1.0,1.5
ポーランド ユダヤ人,2,2,1.0,1.5
屠杀视频,2,2,1.0,1.5
希特勒杀了多少犹太人,2,2,1.0,1.5
犹太人被杀,2,2,1.0,1.5
크리스탈나흐트,2,2,1.0,1.5
1915 armenian genocide,2,2,1.0,2.0
armenian genocide timeline,2,2,1.0,2.0
belzec,2,2,1.0,2.0
germany expansion ww2,2,2,1.0,2.0
hitler mein kampf,2,2,1.0,2.0
holocaust background,2,2,1.0,2.0
holocaust jews,2,2,1.0,2.0
holocaust.,2,2,1.0,2.0
how many jewish people died in the holocaust,2,2,1.0,2.0
how many jews died during ww2,2,2,1.0,2.0
how much territory did germany lose after ww1,2,2,1.0,2.0
jewish population europe,2,2,1.0,2.0
lidice massacre,2,2,1.0,2.0
mengle,2,2,1.0,2.0
nazi blitzkrieg,2,2,1.0,2.0
nazi book burnings,2,2,1.0,2.0
nazi burning books,2,2,1.0,2.0
nazi death camp,2,2,1.0,2.0
nazi olympics,2,2,1.0,2.0
schindler holocaust,2,2,1.0,2.0
the sa,2,2,1.0,2.0
timeline of holocaust,2,2,1.0,2.0
what happened in germany in 1940s,2,2,1.0,2.0
where were the concentration camps,2,2,1.0,2.0
ww2 maps,2,2,1.0,2.0
польский концлагерь,2,2,1.0,2.0
一战德国赔款,2,2,1.0,2.0
东线战场,2,2,1.0,2.0
为什么要杀犹太人,2,2,1.0,2.0
德国入侵苏联,2,2,1.0,2.0
柏林奧運會,2,2,1.0,2.0
波兰闪击战,2,2,1.0,2.0
犹太人集中营,2,2,1.0,2.0
猶太人為什麼被歧視,2,2,1.0,2.0
第一次世界大戦 戦後処理,2,2,1.0,2.0
雅利安人德国人,2,2,1.0,2.0
유대인 학살,2,2,1.0,2.0
doctor mengele,2,2,1.0,2.5
hitler famous speech,2,2,1.0,2.5
hitler foreign policies,2,2,1.0,2.5
hitler's foreign policies,2,2,1.0,2.5
jan zwartendijk,2,2,1.0,2.5
joseph goebbels propaganda,2,2,1.0,2.5
nazi human experimentation,2,2,1.0,2.5
sicherheitsdienst,2,2,1.0,2.5
simbolo nazi budismo,2,2,1.0,2.5
svastika,2,2,1.0,2.5
yellow star of david,2,2,1.0,2.5
一战死亡人数,2,2,1.0,2.5
三国轴心,2,2,1.0,2.5
二战东线,2,2,1.0,2.5
二战参战国,2,2,1.0,2.5
二战犹太人死亡人数,2,2,1.0,2.5
娘子谷,2,2,1.0,2.5
犹太人被屠杀,2,2,1.0,2.5
第一次世界大战的起因,2,2,1.0,2.5
索比堡,2,2,1.0,2.5
against jews,2,2,1.0,3.0
book burning,2,2,1.0,3.0
consequences of holocaust,2,2,1.0,3.0
crystal night,2,2,1.0,3.0
history of the swastika,2,2,1.0,3.0
hitler foreign policy,2,2,1.0,3.0
hungary holocaust,2,2,1.0,3.0
kristallnacht meaning,2,2,1.0,3.0
la croix gammée,2,2,1.0,3.0
mufti hitler,2,2,1.0,3.0
nazi gay,2,2,1.0,3.0
policy of appeasement ww2,2,2,1.0,3.0
wannsee,2,2,1.0,3.0
what is ghettos,2,2,1.0,3.0
wwii dates,2,2,1.0,3.0
二战强奸,2,2,1.0,3.0
德国屠杀犹太人,2,2,1.0,3.0
日耳曼人和雅利安人,2,2,1.0,3.0
犹太复国主义恐怖袭击,2,2,1.0,3.0
种族灭绝 英文,2,2,1.0,3.0
苏联 犹太人,2,2,1.0,3.0
轴心国成员,2,2,1.0,3.0
appeasement policy ww2,2,2,1.0,3.5
heydrich assassination,2,2,1.0,3.5
hitler jews,2,2,1.0,3.5
hitler speech german,2,2,1.0,3.5
holocaust picture,2,2,1.0,3.5
martin niemöller,2,2,1.0,3.5
why did hitler invade the soviet union,2,2,1.0,3.5
свастика символ,2,2,1.0,3.5
美国二战,2,2,1.0,3.5
阿道夫艾希曼,2,2,1.0,3.5
germany in 1920s,2,2,1.0,4.0
salonika,2,2,1.0,4.0
亞利安人種,2,2,1.0,4.0
第一次世界大战时间,2,2,1.0,4.0
berlin olympics,2,2,1.0,4.5
concentrationcamp,2,2,1.0,4.5
gleichschaltung,2,2,1.0,4.5
hitler rise to power,2,2,1.0,4.5
османская империя,2,2,1.0,4.5
以色列复国,2,2,1.0,4.5
布痕瓦尔德,2,2,1.0,4.5
德国举办过几次奥运会,2,2,1.0,4.5
德国奥运,2,2,1.0,4.5
战争历史,2,2,1.0,4.5
美国对日宣战,2,2,1.0,4.5
雅利安人德國,2,2,1.0,4.5
오스트리아 병합,2,2,1.0,4.5
1939年,2,2,1.0,5.0
weimar,2,2,1.0,5.0
匈牙利 二战,2,2,1.0,5.0
犹太人为什么被驱逐,2,2,1.0,5.0
纳粹的十大标志,2,2,1.0,5.0
denmark in ww2,2,2,1.0,5.5
erich ludendorff,2,2,1.0,5.5
アウシュヴィッツ 性実験,2,2,1.0,5.5
二战意大利,2,2,1.0,5.5
希特勒自传,2,2,1.0,5.5
犹太人特征,2,2,1.0,5.5
第二次世界大戦 日本がしたこと簡単に,2,2,1.0,5.5
ユダヤ人 迫害 なぜ,2,2,1.0,6.0
比萨拉比亚,2,2,1.0,6.0
游击队,2,2,1.0,6.0
第一次世界大战地图,2,2,1.0,6.0
life in concentration camps,2,2,1.0,6.5
万湖,2,2,1.0,6.5
吉卜赛,2,2,1.0,6.5
奥斯威辛集中营电影,2,2,1.0,6.5
ユダヤ人,2,2,1.0,7.0
科学种族主义,2,2,1.0,7.0
第1次世界大战,2,2,1.0,7.0
shanghai jews,2,2,1.0,7.5
安樂死,2,2,1.0,7.5
auschwitz poland,2,2,1.0,8.0
world war 2 japan,2,2,1.0,8.5
the night of long knives,2,2,1.0,9.0
什么是纳粹,2,2,1.0,9.0
如何安乐死,2,2,1.0,9.5
the nuremberg trial,2,2,1.0,10.5
the treaty of versailles,2,2,1.0,13.0
强奸怀孕,2,2,1.0,13.0
battle of stalingrad,2,2,1.0,14.5
奥斯维辛集中营电影,2,2,1.0,15.0
美国犹太人,2,2,1.0,15.0
我的奋斗 希特勒 pdf,2,2,1.0,17.5
利沃夫,2,2,1.0,18.5
rwandan genocide,2,2,1.0,22.0
德国国旗,1,1193,0.0008,8.38
柏林奥林匹克体育场,1,182,0.0055,8.58
d day,1,161,0.0062,1.01
ghetto,1,149,0.0067,7.89
segunda guerra mundial,1,125,0.008,2.99
在哪里观看夏季奧林匹克運動會,1,110,0.0091,21.35
德国时间,1,106,0.0094,47.92
戈林,1,101,0.0099,8.99
czechoslovakia,1,86,0.0116,7.4
法国参战,1,83,0.012,18.12
弗里茨,1,62,0.0161,7.65
反犹太主义意识法,1,51,0.0196,15.27
奥林匹克运动会,1,38,0.0263,5.63
犹太法案,1,36,0.0278,8.19
犹太人进入乌克兰,1,28,0.0357,19.0
反犹太主义意识法案,1,21,0.0476,32.95
rommel,1,19,0.0526,5.53
以色列屠杀,1,19,0.0526,9.74
antisemitism 中文,1,18,0.0556,6.33
国家社会主义,1,18,0.0556,8.28
yonia,1,17,0.0588,10.0
prisoner of war gay,1,16,0.0625,17.94
schindler,1,15,0.0667,7.33
犹太人占领乌克兰,1,15,0.0667,7.33
协约国,1,13,0.0769,5.77
战犯,1,12,0.0833,6.58
armenian,1,12,0.0833,11.25
反犹太主义法案,1,12,0.0833,27.92
when did ww2 end,1,11,0.0909,5.0
who was anne frank,1,11,0.0909,6.0
nicholas winton,1,11,0.0909,7.18
德国党卫军,1,10,0.1,4.4
借阅我的奋斗,1,10,0.1,6.2
弗兰克,1,10,0.1,8.4
ss..,1,8,0.125,1.0
sonderkommando,1,8,0.125,1.88
弗雷德里克,1,8,0.125,3.62
nazi plan,1,8,0.125,4.0
101st airborne division,1,8,0.125,5.75
nazism,1,8,0.125,7.5
propaganda,1,8,0.125,13.0
二次世界大戰,1,7,0.1429,2.14
rsha,1,7,0.1429,3.0
米哈伊尔,1,7,0.1429,5.29
一戰,1,7,0.1429,6.0
欧洲战争,1,7,0.1429,8.0
戈德曼审判,1,7,0.1429,8.43
人民冲锋队,1,7,0.1429,9.14
犹太人在乌克兰,1,7,0.1429,9.57
gypsy,1,7,0.1429,9.71
